ID,Variance,Skewness,Curtosis,Entropy,Flag
622,20647.95988415337,-0.787982337783906,-0.7023294585144608,14.819580385046104,0
623,13653.572511007384,-0.8173489633543122,-0.3049240003782292,14.856610926602151,0
624,15917.798797572848,-0.6809709879475601,-0.7496359110249711,14.84359649808581,0
625,17330.388829943175,-0.8081843515212541,-0.4244811764898908,14.833186940025064,0
626,13408.225843422862,-0.3854237692952476,-0.7452695271196017,14.847031393428695,0
627,15578.817509332752,-0.9660493763927588,-0.0382236034622827,14.846821959471106,0
628,10514.465344686369,-1.1749420497492786,0.912911509228068,14.875643288003149,0
629,17062.664588343203,-0.7834759820176423,-0.5479457605942746,14.839589358867444,0
630,14390.820635172986,-1.2084999946760218,0.4154849645571477,14.854641869185905,0
631,18240.865511971228,-0.3088961196296776,-1.2569216879625162,14.825826688951066,0
632,9491.832682084756,-1.237567306186891,0.6431901460283793,14.869641802765246,0
633,9908.988049471864,-1.0651906016186568,0.3619465440844096,14.866363455337044,0
634,16926.28920794533,-0.9462595038315352,-0.2144939442327507,14.840194045756538,0
635,12043.096751319645,-0.989469896981836,0.2921701671288046,14.86617784932681,0
636,16855.91550020141,-0.8516334659962712,-0.5097510873240494,14.83381975291937,0
637,15180.182360534818,-0.6297733112547214,-0.7168390388547392,14.829131313706524,0
638,16757.912626583253,-0.8286159999809273,-0.4491370957665692,14.8336058352869,0
639,13383.492572579727,-0.5121647818030985,-0.5745081017179965,14.85323395097032,0
640,14254.43751727616,-0.9929378507710268,0.127261401949696,14.856527638457978,0
641,11517.959465173792,-1.222912760781903,0.8083096681896915,14.871697496336964,0
642,17766.992421161853,-0.838653702602093,-0.5156840623391332,14.834563868328956,0
643,15018.008549614357,-1.0199762785999074,0.0576805729103004,14.849037344751942,0
644,10039.384632359524,-1.5162461409192678,1.4817023643890854,14.877167935691425,0
645,11853.996224951858,-1.2638854007757618,0.8025319289816788,14.868128745810177,0
646,18846.02704694981,-1.0336511180532826,-0.1585249351993596,14.824480827506514,0
647,17250.04232107982,-0.8125356679542926,-0.381593536633976,14.83216734197184,0
648,17368.11999840014,-0.8222944442785398,-0.4024287571651763,14.833922172750428,0
649,9917.608262109135,-1.21044917931355,0.53102077499299,14.866282431767294,0
650,12527.48654543887,-1.1648046789438675,0.5358002806191857,14.860170389312632,0
651,14912.298819775506,-1.0066722873587814,-0.1604896971264064,14.849736118418097,0
652,18681.097931245644,-0.3029649466984603,-1.159030565461125,14.824430772476491,0
653,13650.1233756686,-0.7555476234699072,-0.3724489957245329,14.847101709620937,0
654,10348.92142144745,-1.4394281774088795,1.220050299293054,14.872623690574056,0
655,12019.763237542784,-1.1998889326674889,0.7088626225974601,14.86965092861876,0
656,13861.06913275473,-0.3952766893560691,-0.967906262565513,14.809553117427653,0
657,20397.325842913677,-0.6339505855724332,-0.8625921464336672,14.808890146918325,0
658,17755.55933425758,-0.5316555438152605,-1.0575063038177186,14.812399428973352,0
659,16591.735193092904,-0.8617614843817003,-0.3876216809270687,14.84311042115363,0
660,15691.103456171191,-1.3379014574311063,0.6040492215342117,14.86203026810735,0
661,16394.588082814807,-0.850049588704094,-0.5288916107865629,14.839828174336764,0
662,10509.302536481624,-0.6212027248297898,-0.0580557257546674,14.868213282805176,0
663,18134.93885438831,-1.1158845794587604,0.0300882352471436,14.834447977654508,0
664,15749.89024690972,-1.0182188644455905,-0.0447121605502456,14.851489531631715,0
665,15900.403172478478,-0.6141179261627925,-0.5865512637547665,14.83091758190008,0
666,18739.130596629,-0.6478356621446469,-0.9147339490823124,14.81956393854251,0
667,12643.03875609439,-1.3351543052807724,0.8309090873909932,14.862342678960902,0
668,15489.397918705272,-1.3577837545266034,0.6697800655829833,14.862927858323207,0
669,11340.76112098815,-1.1723047068173875,0.6926096457258009,14.87019727833081,0
670,11710.533386902209,-0.7737293881501188,-0.2330395571300099,14.865111317689912,0
671,16288.09627426293,-0.9762620099279145,-0.1374512745891354,14.84160744653524,0
672,12920.313965627016,-1.1406906851479102,0.4615154329165283,14.862096731792072,0
673,5446.876211506699,-0.8101203144118106,0.2872718515061159,14.890110818089456,0
674,15552.400008652085,-1.0216702938053406,-0.0156482756837741,14.851757743665,0
675,10831.656186311657,-1.0062761339848263,0.5362607748390089,14.87432034469785,0
676,12690.886279250555,-0.6933809787722114,-0.277217135916822,14.852491326150322,0
677,14760.876112296988,-0.7970827338733248,-0.4262484857673563,14.843853440217902,0
678,17397.17983948517,-0.761799577387781,-0.713580986700213,14.816546640403711,0
679,12339.326186914464,-0.9393168630280844,0.0170714239854166,14.85950914917952,0
680,12140.922644668282,-1.1091807823128927,0.5992955466769989,14.86730250330194,0
681,12807.317800342846,-0.7055728092276133,-0.1284392899181172,14.843117003392244,0
682,17958.627504828182,-0.8201893638349005,-0.6088441833543943,14.827424046499292,0
683,17203.3720144155,-0.822478930705972,-0.3663665526992492,14.835084139601134,0
684,19971.805315584133,-0.7971168929292479,-0.6373874074989789,14.816376252423678,0
685,14221.333005030454,-0.3995726991152659,-0.9735857078254342,14.810159458156058,0
686,14544.85356233935,-1.2681737427122022,0.4899701961068126,14.853937318541808,0
687,17850.411437750463,-0.7565130193970145,-0.5031769754748501,14.830314083295258,0
