ID,Variance,Skewness,Curtosis,Entropy,Flag
2487,1952.8698956975,-3.961839835077536,14.504765263095198,10.583222269820205,1
2488,2593.297565317345,-2.93022985737071,7.221371995374254,10.582852781776984,1
2489,2500.565167750001,-0.1804971264995381,-1.5879255032553534,10.565355076078989,1
2490,3189.4014152860946,-2.6049859904031982,5.576737323666526,10.577457423092412,1
2491,2300.308020168594,-2.3279193209607945,4.523686484727749,10.583165135650438,1
2492,2132.8147677775005,-2.892467940648812,7.237982182053493,10.584116877210022,1
2493,6203.733919381096,-1.4003076812666018,2.192316731122186,10.541944560733889,1
2494,2159.594226287345,-0.0573845090572351,-0.3242761764504411,10.537167518749833,1
2495,9695.300636477505,-1.1665555362917728,0.4093446892279879,10.52404448236339,1
2496,1670.3648125000002,-1.500014833157058,1.513759916406035,10.587137863251105,1
2497,1341.0826286093752,-1.448746814465625,2.825909282440482,10.582251136964308,1
2498,1999.0170472900004,-1.2153550825749204,1.3722400758467304,10.582172414343484,1
2499,337.4425354493751,-1.633903501832698,2.8380035271287163,10.570460245517808,1
2500,719.8430325775001,-0.8375693806166651,0.5521219555982961,10.555536764717775,1
2501,14216.131988897503,-0.6944993299557323,-1.0405965259521983,10.426249418443136,1
2502,2016.0131579975005,-1.6375973877572103,3.277021604615248,10.58423448784874,1
2503,6502.987883431095,-0.448820687423389,-0.8588097786810822,10.529224913021466,1
2504,5594.319395214845,-0.3840638527887033,-0.6960338774062409,10.536120110322202,1
2505,1488.7421604943754,0.7560480169293675,0.402459544252129,10.576244092762048,1
2506,205.36949952437504,-0.1067037913370907,-1.0769068163629123,10.58393467448854,1
2507,335.04390059437503,-0.4977483346520885,-0.6031061775009738,10.546655335475911,1
2508,9140.983228344376,-1.373267959224714,1.0796996409457114,10.528393325384345,1
2509,3691.289007393595,0.2927550075389371,-0.827600400032197,10.534756690851916,1
2510,5444.1622037435955,-0.8243747583046328,-0.2245629272099636,10.542087667593606,1
2511,867.1864108623439,-2.3529452419888797,4.010994610046952,10.56484456148232,1
2512,13544.987064792347,-0.4852129171635364,-0.8004631436075629,10.44456190319423,1
2513,5684.519568769376,-0.7230411222257662,-0.4149555766060984,10.533234663005366,1
2514,624.654616558594,-4.571409112229852,23.415551041794732,10.592473729776213,1
2515,678.2224884100001,0.0128744084975561,-1.0134957037506975,10.566313369287323,1
2516,13199.44747264938,-0.258452973281371,-1.2778681283949738,10.389024333776325,1
2517,5085.922635484377,-1.7793509486400332,1.4003052987057965,10.553917868608794,1
2518,8764.832272437501,0.1037504405502439,-0.93431503938048,10.491275115137876,1
2519,365.8509976943751,-1.4230298463379574,1.8146064770838848,10.56807604115022,1
2520,1938.0694214173443,-0.9840983720506532,-0.4578769299717491,10.40386869536034,1
2521,1002.497418223594,-1.157833193980291,5.183964119375238,10.586465171769907,1
2522,3742.0174377775006,-0.0169312390646072,-1.149443195040293,10.558669253907029,1
2523,866.0770589485937,-0.6140087457280611,1.0748218866528385,10.58987244561536,1
2524,5676.944937437501,0.9288980313559632,0.3239395265905811,10.425813970283098,1
2525,3239.8809406993755,0.6137116943138003,-0.6465280615111175,10.560753338618794,1
2526,2496.6794891943755,-2.613801566982661,5.48508786369838,10.582012634451548,1
2527,256.2484652985938,-1.5501898521234103,2.0022479422824135,10.56238345468866,1
2528,2325.6071009485945,-1.634005706629586,1.9087290911229653,10.574405566426591,1
2529,491.8235938775001,-2.2544740226748217,4.666012241908841,10.578834022392924,1
2530,2481.3170825123443,-2.9181357317181567,7.657563393896398,10.581289604104208,1
2531,4235.221359027344,-1.0328860188194864,0.4799603359905648,10.564589392442125,1
2532,2862.5436902343763,-2.0090606116394314,4.22606326505145,10.582390557550507,1
2533,1437.5464040975005,-1.4707590542676494,1.165429038303449,10.588452720456392,1
2534,1601.154826174375,-2.333343382450253,6.836641116939251,10.58431753911797,1
2535,277.097991474375,-1.8380109595366336,2.2903090695373214,10.55243292345716,1
2536,1431.7855335373438,-1.3287724626390998,0.9745429399202528,10.5870571142123,1
2537,1968.689431249844,-0.2993717085224378,-0.7443580624564055,10.577622248031911,1
